,review,rating
608,best in class.🤯🤯🤯 highly recommended one.i use cheap one (buy from Flipkart )before that was  also very convenient.so purchase this . its really worthREAD MORE,5
609,Built qualities is awesome recommended product you can buy itREAD MORE,5
611,Easy to use. Earlier I had ordered 900ml of the same brand.it was so hard to pull the string and got damaged easily. This one seems fine.READ MORE,4
612,Good in useREAD MORE,5
613,Not working after 2 months.READ MORE,5
614,Only one month can useREAD MORE,3
617,Expensive to other brand.READ MORE,4
621,thread to pull is slightly thin if that is made with a stronger thread the product is awsumREAD MORE,4
623,I didn't click a pic as of now but product is totally amazing nd quality is superb.. Worth money. Can happily go for purchase with out any hesitationREAD MORE,5
624,Vry good qualityREAD MORE,5
627,Spr ualityREAD MORE,5
628,Fab product.. Strong build. Go for itREAD MORE,5
629,It's not working after a week of very light usage. The product looks sturdy but the blades are slipping when you pull with very light vegetables also. For a product like butterfly expected a better quality. Now the product is useless as It crossed the return period.READ MORE,5
630,Very good product.READ MORE,4
631,Big size good for 4-5 people familyREAD MORE,5
632,Good product and easy to useREAD MORE,5
634,Very Useful For Kitchen applianceREAD MORE,4
635,Very waste product don't buy this productREAD MORE,5
637,Product was very gud and also kitchenfriendly🥰READ MORE,5
638,Best qualityREAD MORE,3
639,Very nice💯❤️READ MORE,4
641,Awesome 👍READ MORE,5
642,"Good quality, essy useREAD MORE",5
643,Nice quality of this chopperREAD MORE,4
645,"It's Good For Chopping Onions, Tomatos.You Need To Cut Onions Into 08 Pieces And Put In Chopper. Else Big Pieces Won't Allow You To Chop...READ MORE",5
647,Very awesomeREAD MORE,5
648,The blade quality is not good as compared to the older productREAD MORE,5
650,"Excellent product, super durable and super fast bladesREAD MORE",5
652,It's very good 👍READ MORE,3
653,It just stopped working after 20daysREAD MORE,5
654,"I found that this is quite difficult to use. The blade gets stuck at 75% of its full capacity. It does a decent work only if either juicy soft items are used such as tomatoes, cucumbers etc. or only items with similar hardness. It is not convenient if I need to chop things separately one by one. Also felt that I should have bought the 600ml one as anyway I can only chop small quantities at a time even with the 900ml one and there are way cheaper options for 600ml.READ MORE",4
655,Product quality is not up to the mark waste of money...READ MORE,5
656,Good Quality easy to use.READ MORE,4
657,It's okREAD MORE,5
659,Nice.READ MORE,5
660,Excellent quality.. Go for it👍READ MORE,5
661,Very useful product but some high priceREAD MORE,3
663,Bought it for mumma... She loved itREAD MORE,5
664,"Package was not proper, box was in opened state. Didnt find issue while using. So kept the item. Blade functioning is taking time.READ MORE",5
665,"I recently purchased this vegetable chopper and it has been a game changer in my kitchen. The chopper is incredibly easy to use and makes preparing vegetables a breeze. It comes with multiple blades that allow me to chop, dice, and julienne vegetables in seconds. The blades are sharp and make clean cuts, which saves me a lot of time and effort. The chopper is also easy to clean, which is a huge plus. One of the things I love most about this chopper is that it is compact and easy to store. I...READ MORE",5
666,Looks Beautiful. Perfect Quality. Works Well. Delivered in Good condition 👌 THANKYOU.READ MORE,5
667,Best price good Quality And easy to useREAD MORE,5
668,Amazing 🤩READ MORE,5
669,"Disappointed, within a month blades became rustyREAD MORE",5
671,Just OkREAD MORE,4
672,Not working properly and taking too much time in chopping... wastage of money and timeREAD MORE,3
673,Must buy productREAD MORE,3
674,Very nice 👌👌👌READ MORE,5
676,Worst quality product at this price.READ MORE,5
677,Wonderfull productREAD MORE,5
678,I am very much satisfiedREAD MORE,4
679,Bad.. very poor not goodREAD MORE,3
680,Wrost product pls dnt buy.. I really disappointedREAD MORE,4
681,Useful oneREAD MORE,5
684,"Very good product , Must buy if u r looking for .READ MORE",5
685,I like itREAD MORE,5
687,fantasticREAD MORE,5
688,It's worst product don't buyREAD MORE,5
690,Super gud qualityREAD MORE,3
691,Must buyREAD MORE,4
692,Very easy to choP onion and some  vegetablesREAD MORE,5
694,No time save but product worth happyREAD MORE,5
696,Nice one everyone can buy thisREAD MORE,3
697,string is weakREAD MORE,4
698,Go for itREAD MORE,5
699,Worst productsREAD MORE,5
701,PerfectREAD MORE,5
702,Butterfly chopped quality is goodREAD MORE,5
703,High quality plastic 👌Look very beautiful 😍READ MORE,5
704,Superb productREAD MORE,3
707,Good machine and working niceREAD MORE,5
708,Nice product  👌👌😊 delivery is superfast  ...my parcel arrived in just onc dayREAD MORE,5
709,I liked productREAD MORE,5
710,Butterfly chopper quality is very goodREAD MORE,3
711,Very nice. Value for moneyREAD MORE,5
712,Very bad qualityREAD MORE,5
716,Very useful product for the priceREAD MORE,5
717,"good product, using regular more than one year, no problem yet.READ MORE",5
718,Bestest productREAD MORE,3
719,PurchasableREAD MORE,5
720,Nice product it should be easy to use the productREAD MORE,5
721,Super product. Must buyREAD MORE,4
723,Very very goodREAD MORE,5
724,Very good quality and useful product.READ MORE,5
726,I had a Tupperware chopper but this is much better.READ MORE,5
727,Good 👍👍🙂READ MORE,5
729,Good but blade should more sharpREAD MORE,4
731,"Easy use, nice, quality good, super, thanks to flipkartREAD MORE",5
732,Nice product..READ MORE,5
733,Damn WorthyREAD MORE,3
735,Immediately damage with in one weekREAD MORE,4
736,Its so economical and handy.3 onions can be easily chopped in one go.READ MORE,5
737,Cut smooth and small piecesREAD MORE,5
739,Bad qualityREAD MORE,5
741,This product is good for Onion and tomato chopperREAD MORE,4
742,"Looks good and durable, easy to use. Go for it.READ MORE",5
743,Very poor quality 😡😡😡READ MORE,5
744,It's really good value for moneyREAD MORE,4
747,BestREAD MORE,5
748,Really nice one.READ MORE,5
751,"Very happy with product. Very fast delivery by Flipkart,in just two days I got my product. Thanks Flipkart. Chopper is working as expected. We can chop the veggies very finely with this chopper.READ MORE",5
752,Very very nice productREAD MORE,4
753,Worst productREAD MORE,4
755,It's really useful for daily useREAD MORE,5
756,Nice product ...  but chopping veggies needs to be done in 3 or 4 batchesREAD MORE,5
757,Very good productREAD MORE,5
758,Worst.. Chopper blades were rustyREAD MORE,5
760,Super 💝READ MORE,4
762,Good product but hard to pullREAD MORE,5
764,Use full productREAD MORE,5
765,It stopped working in just 5 months.READ MORE,5
768,Very good in useREAD MORE,5
769,Excellent product.....READ MORE,4
770,LovelyREAD MORE,5
772,Excellent product and very useful in the kitchen...READ MORE,5
773,"Nice Peoducy for Chopping Small Vegetables like onion ,Garlic,Ginger,Carrot etcREAD MORE",5
774,Chops into small piecesREAD MORE,5
775,Very helpful 👍👍👍 good quality..READ MORE,3
777,Good Product.READ MORE,5
778,Nice and material is goodREAD MORE,5
780,Nice and goodREAD MORE,5
781,This is the third one.  It's very good. So I bought as gift to my relatives. Delivery boy is so gentle and polite.READ MORE,5
782,Amazing product value of money thank you Flipkart💖💖👍👍READ MORE,5
785,Absolutely AmazingREAD MORE,5
788,Good 👌READ MORE,5
789,Super blade. I like it thanks flipkartREAD MORE,5
790,Very nice 👍🏻READ MORE,4
792,Defective product. Don't buyREAD MORE,5
793,Product is awesome ..READ MORE,4
795,Ok productREAD MORE,5
796,Must have product for chopping vegetablesREAD MORE,5
797,Full Paisa vasoool.....Butterfly chopper is the best hand chopper.... It's cutting the veggies very finely....... Performance is awesomeREAD MORE,4
799,Good 👍READ MORE,4
800,Wonderful useful productREAD MORE,4
801,Ease of use. Chips vegetables finely with ease.READ MORE,5
804,supperREAD MORE,5
807,Nice qualityREAD MORE,3
808,"Super product, Easy to useREAD MORE",5
811,Super quality product 👌 thank you Flipkart 😊READ MORE,5
812,OkayREAD MORE,4
814,Very goodREAD MORE,3
815,very goodREAD MORE,5
819,Gud oneREAD MORE,3
820,"Build quality is awesome, look wise also dashing.Go for it.READ MORE",5
821,Product got damaged within a monthREAD MORE,5
823,"Good products, suggesting to buy thisREAD MORE",4
824,Look wise superbREAD MORE,5
825,Excellent ProductREAD MORE,4
826,Very good and useful productREAD MORE,5
829,Don't buy this.it's very delicatedREAD MORE,5
831,Awsome product. Perfectly chops all kinds of vegetables at ease. The new base buildup of the item sounds perfect that reduces the friction between the item and the table . One must definitely go for it without a second thoughtREAD MORE,4
832,Not found the product even to use one time.. blade setting and quality is all bad.. money gone in drainREAD MORE,5
835,The company is good but the shopkeeper did not send a good pieceREAD MORE,5
836,It's a wonderful experience. I will be using this from 3 months and no issues. Thanks Flipkart. The first one I got  was not working properly. So I returned it and the second one is so nice. Flipkart done a wonderful job for their customer. The delivery boy has nice attitude.READ MORE,3
838,Great qualityREAD MORE,5
840,Low quality item. Not working properly. Damaged within one monthREAD MORE,4
842,AwesomeREAD MORE,3
843,Not bad it's helpful in the kitchen services.READ MORE,4
844,It's ok But go for smaller sizeREAD MORE,5
845,I love itREAD MORE,5
846,Blades are not sharp.READ MORE,5
849,Worth every penny.READ MORE,5
850,Nice product ❤❤👍👌👌👌READ MORE,5
852,The vegetables were cut vry small...it helps oru vegitable cutting vry easy...it's gud for all ....READ MORE,4
853,SUPER PRODUCTREAD MORE,3
856,Blades aren't that sharp. Container size is sufficient and easy to use but doesn't fullfill the requirementsREAD MORE,5
857,Superb quality chopper .READ MORE,4
858,Useful itemREAD MORE,5
859,Amazing product Lasts for a longer timeI have purchased this for the second timeWorth buying Go for it.READ MORE,5
860,Very nice 👌👌👌👌👌READ MORE,5
861,Very bad it is not cutting chilli also...not workingREAD MORE,5
863,Vry fine chopping 👌gud qualityREAD MORE,5
864,"Product is good... Will work as expected initially. I am writing this review after using the product for about 2 months. Due to the push and pull activity of thread/eleastic, the plastic below it gets scratched and torn..READ MORE",4
865,Worth full ProductREAD MORE,3
867,Best amazing product super quality...READ MORE,5
871,Very easy to use fast and nice chopping finly i like very muchREAD MORE,4
873,seems good and worked well when triedREAD MORE,5
874,osmREAD MORE,5
875,AMAZING BRANDED PRODUCT VALUE FOR MONEYREAD MORE,5
876,It's v nice 👍▶️READ MORE,5
877,It's working goodREAD MORE,5
879,i am so happy tk u very good productREAD MORE,5
880,It makes work easyREAD MORE,5
882,Nice cutREAD MORE,4
883,Quality is superebREAD MORE,5
885,It's awesome.....READ MORE,5
886,His plastic quality is very bad  so  i will suggest you to do not buy this productREAD MORE,5
887,Very good product awesome productREAD MORE,5
888,sharpREAD MORE,3
891,I'm happyREAD MORE,4
892,Good...... awesome...... really loved the product.......time savingREAD MORE,5
